fax	faks, fax
duet	duet
duets	duets
duff	duff
duffield	duffield
duffy	lali
dug	digali, dug
duh	duh
duhamel	duhamel
dui	dui
duiker	duiker
dukas	dukas
dukat	dukat
duke	duke, adipati
dukes	dukes
dula	dula
dulce	dulce
dulcimer	dulcimer
dull	tumpul, kusam
dulles	dulles
duluth	duluth
dum	dum
duman	duman
dumas	dumas
dumb	bodoh, bisu
dumbbell	dumbel
dumbbells	halter
dumbo	dumbo
dummies	dummies
dummy	dummy
dump	dump
dumped	dicampakkan
dumpling	pangsit
dumplings	pangsit, bakpao
dumps	dump
dun	dun
duncan	duncan
dunces	dunces
dundee	dundee
dune	dune
dung	dung
dungeon	dungeon
dunhuang	dunhuang
dunk	dunk
dunked	menerkam
dunkin	dunkin
dunking	dunk
dunning	dunning
duns	duns
dunstable	dunstable
dunya	dunya
duo	duo
duong	duong
duos	duos
dup	dup
duped	ditipu
duper	duper
duplessis	duplessis
duplex	duplex
duplicate	duplikat, duplikasi, gandakan
duplicates	duplikat
duplicating	menduplikasi
duplication	duplikasi
dupont	dupont
duque	duque
dur	dur
dura	dura
durable	awet
dural	dural
durance	durance
duras	duras
durban	durban
duren	duren
duress	paksaan
durham	durham
durian	durian
durie	durie
durning	durning
duron	duron
durrah	durrah
durst	durst
durum	durum
dusk	senja
dusky	kehitaman
dusseldorf	dusseldorf
dust	dust, debu
duster	duster
dusty	dusty, berdebu
dusun	dusun
duta	duta
dutch	belanda
duterte	duterte
dutra	dutra
dutton	dutton
duty	duty, kewajiban
duvall	duvall
dvb	dvb
dvd	dvd
dvds	dvd
dvi	dvi
dvorak	dvorak
dvs	soundsystem
dwa	dwa
dwarf	kerdil, kurcaci, katai, dwarf
dwarfism	dwarfisme
dwarfs	kurcaci, kerdil, dwarf
dwc	dwc
dwelling	hunian
dwi	dwi
dwm	dwm
dworkin	dworkin
dws	dws
dwt	dwt
dyadic	dyadic
dyce	dyce
dyck	dyck
dye	dye, pewarna
dyed	dicelup
dyes	pewarna
dying	sekarat, dying
dyk	dyk
dyke	lesbi, dyke, gili
dykes	lesbi
dyna	dyna
dynamic	dynamic, dinamis
dynamics	dinamika
dynamite	dinamit
dynamo	dynamo, dinamo
dynamos	dinamo
dynasties	dinasti
dynasty	wangsa, dinasti
dyno	dyno
dysentery	disentri
dysfunction	disfungsi
dyson	dyson
dysplasia	displasia
dzerzhinsk	dzerzhinsk
dzong	dzong
dzungars	dzungars
eac	eac
each	setiap, tiap, each
ead	ead
eads	eads
eaf	eaf
eagle	elang, eagle
eagles	elang, eagles
eakins	eakins
eam	eam
eames	eames
ean	ean
eap	eap
ear	kuping, telinga
eardrums	gendang
earl	earl
earle	earle
earlier	sebelumnya, tadi
earls	earl
early	early, dini, awal
earn	ern
earned	diperoleh
earner	penghasil
earnest	earnest
earning	produktif
earnings	pendapatan, penghasilan
earring	anting
earrings	anting
ears	telinga
earth	bumi, earth
earthlings	bumi
earthly	duniawi
earthman	buminya
earthquake	gempa
earths	bumi
eas	eas
ease	kemudahan
eased	mereda
easiest	termudah
easing	meringankan
east	east, timur
easter	paskah
eastern	timur, eastern
easy	gampang, mudah, easy
eat	makan, eat, makanlah
eaten	dimakan
eater	pemakan, kirik, pelahap
eaters	eaters, pemakan, pelahap
eating	makan
eaton	eaton
eau	eau
eaves	eaves
eazy	eazy
eba	eba
ebbe	ebbe
ebbinghaus	ebbinghaus
ebbs	surut
ebc	ebc
ebe	ebe
ebel	ebel
ebeling	ebeling
eben	eben
ebenezer	ebenezer
eber	eber
eberhart	eberhart
ebner	ebner
ebola	ebola
ebony	ebony
ebooks	ebook
ebs	ebs
ebu	ebu
ebv	ebv
eca	eca
ecb	ecb
ecc	ecc
ecce	ecce
eccentric	eksentrik
eccentricities	eksentrik
eccles	eccles
ecclesiae	ecclesiae
ecclesiastical	gerejawi
ecclesiology	eklesiologi
eccleston	eccleston
ece	ece
ecg	ecg
ech	ech
echelon	echelon
echidna	ekhidna
echo	menggema, gema, gaung, echo
echoed	menggema, bergema
echoes	gema
echoing	menggema, bergema
echolocation	ekolokasi
echos	echos
echr	echr
eclair	eclair
eclectic	eclectic
eclipse	gerhana, eclipse
eclipses	gerhana
ecliptic	ekliptika
ecm	ecm
ecma	ecma
ecn	ecn
eco	eco, eko
ecological	ekologi
ecologically	ekologis
ecology	ekologi
ecommerce	ecommerce
econ	econ
economic	perekonomian, ekonomi
economically	ekonomis
economics	economics, ekonomi
economist	ekonom
economists	ekonom
economy	perekonomian, ekonomi
ecoregion	ecoregion
ecoregions	ecoregions
ecosystem	ekosistem
ecosystems	ekosistem
ecowas	ecowas
ecr	ecr
ecs	ecs
ecstasy	ekstasi
ect	ect
ecu	ecu
ecumenical	ekumenis
ecw	ecw
eczema	eksim
eda	eda
edam	edam
edda	edda
eddie	eddie
eddington	eddington
eddy	eddy
edema	edema
eden	eden
edens	edens
edgar	edgar
edge	edge, tepi, tepian
edges	pinggir, tepi, pinggiran
edh	edh
edi	edi
edible	dimakan
edinburgh	edinburgh
edison	edison, ida
edit	edit, sunting
edited	disunting, diedit
editing	menyunting, editing, penyuntingan, mengedit
edition	edition, edisi
editions	edisi
editor	penyunting, redaksi, editor
editorial	redaksi, editorial
editors	penyunting, redaksi, editor
edits	sunting, penyuntingan, suntingan
edler	edler
edm	edm
edman	edman
edmond	edmond
edna	edna
edo	edo
edp	edp
eds	eds
edt	edt
edta	edta
edu	edu
eduard	eduard
educated	terdidik, dididik, terpelajar, berpendidikan
educating	mengedukasi, mendidik
education	edukasi, pendidikan
educational	edukasi, mendidik, pendidikan
educators	pendidik
edward	edward
edwardes	edwardes
edwards	edwards
eea	eea
eee	eee
eel	belut
eels	belut
eerie	angker, mencekam, menakutkan
eet	eet
efa	efa
efate	efate
efb	efb
efc	efc
efe	efe
efes	efes
effect	efek
effective	efektif
effects	efek
effet	effet
efficiencies	efisiensi
efficiency	efisiensi
efficient	efisien
effort	usaha, upaya
efforts	upaya
efi	efi
efl	efl
efm	efm
efp	efp
efs	efs
eft	eft
efta	efta
ega	ega
egal	egal
egalitarian	egaliter
egalitarianism	egalitarianisme
egeland	egeland
eger	eger
egf	egf
egg	egg, telur
egger	egger
eggers	eggers
eggert	eggert
eggplant	terong
eggs	eggs, telur
egm	egm
ego	ego, egonya
egoism	egoisme
egos	ego
egret	kuntul
egypt	mesir
egyptian	mesir
egyptologist	egyptologis
egyptology	egyptology
ehc	ehc
ehf	ehf
ehle	ehle
ehlers	ehlers
ehm	ehm
ehr	ehr
ehrenberg	ehrenberg
ehret	ehret
eia	eia
eib	eib
eichenlaub	eichenlaub
eicher	eicher
eid	eid, lebaran
eider	eider
eidolon	eidolon
eigenvalues	eigen
eight	eight, delapan
eighteen	eighteen
eighteenth	eighteenth
eighth	kedelapan, eighth
eighty	eighty
eiko	eiko
eil	eil
ein	ein
eine	eine
einsatzgruppen	einsatzgruppen
einstein	einstein
eire	eire
eis	eis
eisenhower	eisenhower
eisenman	eisenman
eisenstein	eisenstein
eisler	eisler
ejaculate	ejakulasi
ejaculation	ejakulasi
ejaculatory	ejaculatory
ejb	ejb
ejecta	ejecta
ejected	dikeluarkan
ejecting	mendepak
ejection	ejeksi
ekman	ekman
eko	eko
elaborated	rinci
elaine	elaine
elam	elam
elan	elan
eland	eland
elapsed	berlalu
elas	elas
elastic	elastis
elasticity	elastisitas
elazar	elazar
elbow	siku, sikut
elbows	siku
elden	elden
elder	sesepuh, elder, ketua, tetua, penatua
elderly	manula, lansia
elders	sesepuh, tetua, penatua
eldest	sulung, tertua
eldredge	eldredge
elearning	elearning
elected	terpilih
election	pemilu
electioneering	berkampanye
elections	pemilu
elector	elector
electoral	pemilu
electra	electra
electric	listrik, elektrik, electric
electrical	kelistrikan, listrik, elektro
electricity	kelistrikan, listrik
electrochemical	elektrokimia
electrocuted	kesetrum
electrocuting	menyetrum
electrode	elektroda
electrodes	elektroda
electrodynamics	electrodynamics
electrolytes	elektrolit
electromagnetic	elektromagnetik
electron	elektron
electronic	elektronika, electronic, elektronik
electronics	elektronika, electronics, elektronik
electrons	elektron
electrophoresis	elektroforesis
electrostatic	elektrostatik
elegance	keanggunan, elegan
elegant	anggun, elegan, elegant
elem	elem
element	unsur, elemen
elementals	elemental
elementary	sd
elements	unsur, elemen
elephant	gajah
elephantine	elefantin
elephants	gajah
eles	eles
elevated	ditinggikan
elevation	pengangkatan, ketinggian
elevator	lift, elevator
elevators	lift, elevator
eleven	eleven, sebelas
eleventh	kesebelas
eley	eley
elf	peri, elf
elg	elg
eli	eli
elias	ilyas, elias
eligibility	kelayakan
elijah	elijah, elia
elim	elim
eliminated	dieliminasi, dihilangkan
eliminates	menghilangkan
eliminating	menghilangkan
elimination	eliminasi
elina	elina
elinor	elinor
elint	elint
elisa	elisa
elite	elit, elite
elixir	mujarab, elixir
eliza	eliza
elk	elk
elkins	elkins
elle	elle
ellen	ellen
eller	eller
ellesmere	ellesmere
ellingson	ellingson
ellington	ellington
ellipse	elips
ellipses	elips
ellipsoid	elipsoid
ello	ello
elm	elm
elmhirst	elmhirst
elmi	elmi
elmo	elmo
elms	elms
eloi	eloi
eloise	eloise
elongated	memanjang
eloy	eloy
elp	elp
elrich	elrich
elroy	elroy
els	els
else	else
elsner	elsner
elspeth	elspeth
elt	elt
eltham	eltham
elves	elf
elvin	elvin
elvir	elvir
elvis	elvis
elytra	elytra
ema	ema
emacs	emacs
email	surel, email
emails	surel, email
eman	eman
emancipated	terbebaskan
emancipation	emansipasi
emba	amba
embalming	pembalseman
embarassed	malu
embargo	embargo
embargoed	embargoed
embarrassed	malu
embassies	kedutaan
embden	embden
embedded	tertanam, terbenam, disematkan, sematan, ditempelkan
embedding	penyisipan, membenamkan, menyisipkan
embeds	sisipan, sematan
ember	ember
embezzled	digelapkan
embezzling	menggelapkan
embittered	getir
embl	embl
emblem	lambang, emblem
emblems	emblem
embolism	embolisme
embrace	merangkul
embraces	merangkul
embracing	merangkul
embroidered	bordir
embroidery	bordir
embry	embry
embryo	embrio
embryos	embrio
emc	emc
emden	emden
emerald	zamrud, jamrud, emerald
emeralds	zamrud, jamrud
emergencies	darurat
emergency	darurat, emergency
emerick	emerick
emeril	emeril
emerson	emerson
emery	emery
emeryville	emeryville
emes	emes
emf	emf
emg	emg
emi	emi
emigrated	berhijrah
emigrating	beremigrasi
emile	emile
emilia	emilia, tempuh
emily	emily
emin	emin
eminem	eminem
emirate	emirat
emirates	emirates
emiri	emiri
emissary	utusan
emission	emisi
emissions	emisi
emitted	dipancarkan
emitter	emitor
emitters	emiter
emitting	memancarkan
emm	emm
emma	emma
emmet	emmet
emms	emms
emmy	emmy
emmys	emmys
emo	emo
emoji	emoji
emory	emory
emoticons	emoticon, emotikon
emotion	emosi
emotional	emosional, emosi
emotionally	emosional
emotions	emosi
emp	emp
empanadas	empanadas
empathy	empati, empathy
emperor	kaisar
emphasis	penekanan, ditekankan
emphasise	tekankan
emphasized	ditekankan
emphasizing	menekankan
emphysema	emfisema
empire	imperium, empire, kekaisaran
empirical	empiris
empiricism	empirisme
employ	mempekerjakan, pekerjakan
employed	dipekerjakan
employee	karyawan
employees	karyawan
employers	perusahaan
employment	ketenagakerjaan
employs	mempekerjakan
empowering	memberdayakan
empowers	memberdayakan
empress	permaisuri, maharani
emptied	dikosongkan
empty	hampa, kosongkan, kosong
ems	ems
emts	emt
emu	emu
emulated	tiru
emulator	emulator
emulsion	emulsi
enabled	difungsikan, mengaktifkan, aktif, diaktifkan
enabling	mengaktifkan
enam	enam
enamel	enamel
enc	enc
encapsulation	encapsulation
enceladus	enceladus
encephalitis	ensefalitis
encephalopathy	ensefalopati
enchanted	terpesona, enchanted
enchanting	mempesona
enchantment	pesona
enclosed	terlampir
enclosing	melampirkan, melingkupi
encoded	dikodekan
encoder	penyandi
encoding	pengodean, pengkodean, penyandian, encoding
encodings	pengkodean, encoding
encountered	dihadapi
encouraged	didorong
encouraging	mendorong
encrusting	encrusting
encrypted	dienkripsi, terenkripsi
encrypting	menyandikan
encryption	enkripsi
encrypts	mengenkripsi
encumbered	dibebani
encyclical	ensiklik
encyclopedias	ensiklopedia
encyclopedic	encyclopedic
end	akhiri, end, akhir
endangered	terancam
endangerment	membahayakan
endash	endash
ende	ende
ended	berakhir
ender	ender
enders	enders
ending	ending, berakhiran, mengakhiri, berakhir
endless	endless
endocarditis	endokarditis
endocrine	endokrin
endogamy	endogami
endogenous	endogen
endoplasmic	retikulum
endorphins	endorfin
endorse	dukung
endorsement	dukungan, endorsement
endorsements	dukungan
endosperm	endosperma
endothelial	endotel
endowed	diberkahi
endowment	endowment
ends	berakhir
endurance	keteguhan, ketahanan
ene	ene
enemies	musuh
enemy	enemy, musuh
energetic	energik
energy	tenaga, energi, energy
enforced	dipaksakan
enforcement	penegakan, penegak
enforces	menegakkan
enforcing	menegakkan
eng	eng
engage	terlibat
engaged	terlibat, bertunangan, berinteraksi
engagement	keterlibatan, engagement, pertunangan, interaksi
engagements	pertunangan, interaksi
enge	enge
engel	engel
engelhardt	engelhardt
engin	engin
engine	engine, mesin
engineer	teknisi, insinyur, engineer
engineered	direkayasa
engineering	teknik, rekayasa
engineers	insinyur
engines	mesin
england	inggris
engler	engler
englert	englert
english	inggris, indonesian, english
engraved	terukir
engulfed	diliputi
enhanced	disempurnakan, ditingkatkan
enhancement	peningkatan
enhances	disempurnakan
enhancing	meningkatkan
eniac	eniac
enigma	enigma
eniwetok	eniwetok
enjoy	enjoy, nikmati, menikmati, nikmatilah
enjoyed	menikmati, dinikmati
enjoying	menikmati
enjoys	menikmati
enke	enke
enlarge	perbesar, memperbesar, besarkan
enlarged	diperbesar
enlargement	pembesaran
enlarges	melapangkan
enlightened	tercerahkan
enlightening	mencerahkan
enlisted	tamtama, terdaftar
enoch	enoch
enoki	enoki
enola	enola
enough	cukup
enquiry	pertanyaan
enraptured	terpesona
enriched	diperkaya
enriching	memperkaya
enrichment	pengayaan
enrile	enrile
ens	ens
ensemble	ensemble
enshrined	diabadikan
ensign	ensign
enslaved	memperbudak, diperbudak
enslaving	memperbudak
ensures	memastikan
ensuring	memastikan
ent	tht, ent
entamoeba	entamoeba
entangled	terjerat
entanglements	keterlibatan
entangling	jeratan
entente	entente
enter	masukkan, enter
entered	dimasukkan
enteric	enterik
entering	memasuki, memasukkan
enterprise	enterprise
enterprises	enterprises
enterprising	giat
enters	memasuki
entertained	terhibur
entertainers	penghibur
entertainment	hiburan, entertainment
enthalpy	entalpi
enthralled	terpesona
entities	entitas
entitled	berjudul, berhak
entity	entitas
entourage	rombongan
entre	entre
entrepreneur	pengusaha, entrepreneur
entrepreneurs	pengusaha
entrepreneurship	kewirausahaan
entries	entri, masukan
entropy	entropi
entrusted	dipercayakan
entrusting	mempercayakan
entry	entri, masukan, entry
ents	ent
enumeration	enumerasi
env	env
envelope	amplop
envelopes	amplop
environment	lingkungan
environmental	lingkungan
envy	iri, envy, dengki
enya	enya
enzyme	enzim
enzymes	enzim
eod	eod
eol	eol
eop	eop
eos	eos
eosin	eosin
eosinophil	eosinofil
eosinophilia	eosinofilia
epa	epa
epc	epc
epg	epg
ephedrine	efedrina
epi	epi
epic	epik, epic
epidemic	epidemi, wabah
epidermal	epidermal
epilepsy	epilepsi
epiphany	pencerahan, epiphany
epiphyte	epifit
episcopal	keuskupan
episcopalians	episcopalians
episode	episode
episodes	episode
episodic	episodik
epistemology	epistemologi
epistles	epistles
epithelial	epitel
epithelium	epithelium
epo	epo
epoch	kala, epoch
epochs	epochs
eponym	eponim
epos	epos
epoxy	epoxy
epr	epr
eps	eps
epsilon	epsilon
epsom	epsom
ept	ept
epub	epub
equal	sama, setara, sederajat
equality	persamaan, kesetaraan
equalizer	equalizer
equals	setara, sederajat
equation	persamaan
equations	persamaan
equator	khatulistiwa
equatoria	khatulistiwa
equatorial	equatorial, khatulistiwa
equilibria	equilibria
equilibrium	keseimbangan
equinox	equinox
equip	equip
equipe	equipe
equipment	perlengkapan, peralatan
equipped	dilengkapi
equites	equites
equities	ekuitas
equity	ekuitas
equivalence	ekuivalen
equivalent	setara, ekuivalen
equivalents	setara, ekuivalen
era	zaman, era
erase	hapus
eraser	penghapus
erasure	erasure
erb	erb
erbil	arbil
erbium	erbium
erc	erc
erd	erd
erdman	erdman
erdmann	erdmann
erdogan	erdogan
erdos	erdos
ere	ere
erected	didirikan
erections	ereksi
eres	eres
erg	erg
erick	erick
eridu	eridu
erie	erie
eriko	eriko
erin	erin
eritrean	eritrea
erivan	erivan
erk	erk
erlbaum	erlbaum
erlenmeyer	erlenmeyer
erm	erm
ermine	cerpelai
erna	erna
ernest	ernest
ernesto	ernesto
ernie	ernie
eroded	terkikis
erodes	mengikis
erogenous	erotis
erosion	erosi
erotic	erotis
erotica	erotika
erp	erp
err	err
erratic	menentu
error	galat, error, eror, kesalahan
errors	galat, error, kesalahan
ers	ers
erster	erster
ertl	ertl
eru	eru
erupted	meletus
eruption	letusan
eruptions	letusan
erupts	meletus
erving	erving
erythema	eritema
erythrocytes	eritrosit
eryx	eryx
erzincan	erzincan
esa	esa
esb	esb
esc	esc
escalation	eskalasi
escalator	eskalator
escalators	escalator
escape	kabur, escape
escaped	lolos
escapement	escapement
escapes	lolos, escape
escort	mengawal
escorted	dikawal
escrow	escrow
esd	esd
esdaile	esdaile
ese	ese
esfahan	esfahan
esh	esh
esi	esi
eskimo	eskimo
eskimos	eskimo
esl	esl
esler	esler
eso	eso
esophageal	atresia
esophagus	kerongkongan
esoteric	esoterik
esp	eta, esp
espace	espace
espada	espada
espana	espana
esperanza	esperanza
espina	espina
espino	espino
espinosa	espinosa
espiritu	espiritu
espn	espn
esprit	esprit
esq	esq
esquire	esquire
esr	esr
esrb	esrb
esri	esri
essay	essay, esai
essays	esai
esse	esse
essence	esensi, intisari
essences	esensi
essendon	essendon
essene	essene
essential	esensial, penting
esser	esser
essex	essex
est	est
esta	esta
established	didirikan, mapan
establishes	mengokohkan
establishment	pembentukan, pendirian
estate	perkebunan, perumahan, estate
este	este
esteban	esteban
ester	ester
esterase	esterase
esterhazy	esterhazy
estes	estes
estimate	perkirakan, memperkirakan, perkiraan, estimasi
estimated	perkiraan, estimasi
estimates	perkiraan, estimasi
estimating	memperkirakan
estimation	perkiraan, estimasi
estimations	estimasi
estonian	estonia
estrada	estrada
estranged	terasing
estrin	estrin
estuary	muara
esv	esv
eta	eta
etb	etb
etc	dll
etched	terukir, diukir
etching	etsa
eternal	eternal
eternity	kekekalan, keabadian
etext	etext
etf	etf
eth	eth
ethel	ethel
ether	eter
ethernet	ethernet
ethic	etika, etos
ethical	beretika, etis
ethics	etika
ethiopia	ethiopia, etiopia
ethiopian	ethiopia, etiopia
ethiopians	ethiopia
ethnic	etnis, etnik
ethnographic	ethnographic
ethyl	etil
ethylene	etilena
etiquette	etika, etiket
etl	etl
etna	etna
eto	eto
eton	eton
etp	etp
etruscan	etruscan
ets	ets
etsi	etsi
etsuko	etsuko
etten	etten
etu	etu
etude	etude
etudes	etudes
etv	etv
etymological	etymological
etymology	etimologi
etzel	etzel
eua	eua
euc	euc
eucalyptus	eucalyptus
eucharist	ekaristi
eucharistic	eucharistic
